	snapshot_link	name	owner	address	price_range	bed_range	amenities	contact	property_link
1	https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/	Elevate, Chicago, IL	Greystar Real Estate Partners	930 W Altgeld St, Chicago, IL 60614	$2,150 - 14,380	Studio - 3 Beds	Dog Friendly;Cat Friendly;In Unit Washer & Dryer;Parking	(847) 440-3110                                                                                	https://www.apartments.com/the-residences-at-newcity-chicago-il/wg6wcxl/
2	https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/	The Pavilion, Chicago, IL	NA	5441 NE NEast River Rd, Chicago, IL 60656	$1,195 - 3,190	Studio - 4 Beds	Dog Friendly;Cat Friendly;Parking;Fitness Center	(866) 794-5357                                                                                	https://www.apartments.com/the-residences-at-newcity-chicago-il/wg6wcxl/
3	https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/	Regents Park, Chicago, IL	Antheus Capital	5035 S East End Ave, Chicago, IL 60615	$1,575 - 4,789	Studio - 4 Beds	Dog Friendly;Cat Friendly;In Unit Washer & Dryer;Dishwasher	(224) 203-2815                                                                                	https://www.apartments.com/the-residences-at-newcity-chicago-il/wg6wcxl/
4	https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/	The Synagogue, Chicago, IL	CEDARst Companies	5029 N Kenmore Ave, Chicago, IL 60640	$1,870	1 Bed	Dog Friendly;Cat Friendly;In Unit Washer & Dryer;Dishwasher	(844) 288-1201                                                                                	https://www.apartments.com/the-residences-at-newcity-chicago-il/wg6wcxl/
5	https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/	Residences at 8 East Huron, Chicago, IL	CA Global Services	8 E Huron St, Chicago, IL 60611	$2,575 - 6,895	1-3 Beds	Dog Friendly;Cat Friendly;In Unit Washer & Dryer;Dishwasher;Parking	(773) 906-5670                                                                                	https://www.apartments.com/the-residences-at-newcity-chicago-il/wg6wcxl/
6	https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/	Solstice on the Park, Chicago, IL	Antheus Capital	1616 E 56th St, Chicago, IL 60637	$2,650 - 7,589	1-3 Beds	Dog Friendly;Cat Friendly;In Unit Washer & Dryer;Dishwasher	(773) 917-0650                                                                                	https://www.apartments.com/the-residences-at-newcity-chicago-il/wg6wcxl/
7	https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/	Milieu, Chicago, IL	Lincoln Property Company	205 S Peoria, Chicago, IL 60607	$2,120 - 4,818	Studio - 2 Beds	Dog Friendly;Cat Friendly;In Unit Washer & Dryer;Parking	(312) 598-1505                                                                                	https://www.apartments.com/the-residences-at-newcity-chicago-il/wg6wcxl/
8	https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/	The Madison at Racine, Chicago, IL	Lincoln Property Company	1164-1212 W Madison St, Chicago, IL 60607	$2,846 - 5,610	Studio - 2 Beds	Dog Friendly;Cat Friendly;In Unit Washer & Dryer;Dishwasher	(844) 737-7559                                                                                	https://www.apartments.com/the-residences-at-newcity-chicago-il/wg6wcxl/
9	https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/	The Parker Fulton Market, Chicago, IL	Atlantic Residential	730 W Couch Pl, Chicago, IL 60661	$2,204 - 9,367	Studio - 3 Beds	Dog Friendly;Cat Friendly;In Unit Washer & Dryer;Dishwasher	(844) 294-8524                                                                                	https://www.apartments.com/the-residences-at-newcity-chicago-il/wg6wcxl/
10	https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/	One Superior Place, Chicago, IL	Greystar Real Estate Partners	1 W Superior St, Chicago, IL 60654	$2,172 - 5,055	Studio - 2 Beds	Dog Friendly;Cat Friendly;In Unit Washer & Dryer;Dishwasher	(312) 219-9516                                                                                	https://www.apartments.com/the-residences-at-newcity-chicago-il/wg6wcxl/
11	https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/	The Ardus, Chicago, IL	CEDARst Companies	676 N La Salle Dr, Chicago, IL 60654	$2,480 - 2,560	1 Bed	Dog Friendly;Cat Friendly;In Unit Washer & Dryer;Dishwasher	(844) 816-8029                                                                                	https://www.apartments.com/the-residences-at-newcity-chicago-il/wg6wcxl/
12	https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/	The Lofts at Gin Alley, Chicago, IL	Newcastle Limited	120 N Green St, Chicago, IL 60607	$2,815 - 12,682	Studio - 3 Beds	Dog Friendly;Cat Friendly;In Unit Washer & Dryer;Fitness Center	(844) 410-6603                                                                                	https://www.apartments.com/the-residences-at-newcity-chicago-il/wg6wcxl/
13	https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/	Gild, Chicago, IL	Newcastle Limited	1206-1212 N State Pky, Chicago, IL 60610	$2,260 - 6,322	Studio - 2 Beds	Dog Friendly;Cat Friendly;In Unit Washer & Dryer;Dishwasher	(224) 326-0829                                                                                	https://www.apartments.com/the-residences-at-newcity-chicago-il/wg6wcxl/
14	https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/	369 Grand by Onni, Chicago, IL	NA	369 W Grand Ave, Chicago, IL 60654	$2,095 - 79,788	Studio - 4 Beds	Dog Friendly;Cat Friendly;In Unit Washer & Dryer;Dishwasher	(224) 215-0020                                                                                	https://www.apartments.com/the-residences-at-newcity-chicago-il/wg6wcxl/
15	https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/	Optima Signature, Chicago, IL	Optima Enterprises	220 E Illinois St, Chicago, IL 60611	$2,876 - 10,172	Studio - 3 Beds	Dog Friendly;Cat Friendly;In Unit Washer & Dryer;Dishwasher;Parking	(844) 596-1422                                                                                	https://www.apartments.com/the-residences-at-newcity-chicago-il/wg6wcxl/
16	https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/	One Chicago, Chicago, IL	Lincoln Property Company	14 W Superior St, Chicago, IL 60654	$2,284 - 11,620	Studio - 3 Beds	Dog Friendly;Cat Friendly;In Unit Washer & Dryer;Parking;Fitness Center	(312) 585-7552                                                                                	https://www.apartments.com/the-residences-at-newcity-chicago-il/wg6wcxl/
17	https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/	Gateway West Loop, Chicago, IL	Lincoln Property Company	11 S Green St, Chicago, IL 60607	$1,977 - 3,428	Studio - 2 Beds	Dog Friendly;Cat Friendly;In Unit Washer & Dryer;Dishwasher	(844) 417-3242                                                                                	https://www.apartments.com/the-residences-at-newcity-chicago-il/wg6wcxl/
18	https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/	Cloisters, Chicago, IL	Antheus Capital	5801-5811 S Dorchester Ave, Chicago, IL 60637	$2,150 - 3,525	1-6 Beds	Dog Friendly;Cat Friendly;Dishwasher;Parking	(872) 270-4327                                                                                	https://www.apartments.com/the-residences-at-newcity-chicago-il/wg6wcxl/
19	https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/	Union West, Chicago, IL	ZRS Management	939 W Washington Blvd, Chicago, IL 60607	$1,913 - 4,465	Studio - 3 Beds	Dog Friendly;Cat Friendly;Parking;Fitness Center	(312) 815-5216                                                                                	https://www.apartments.com/the-residences-at-newcity-chicago-il/wg6wcxl/
20	https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/	The Kent, Chicago, IL	RMK Management Corporation	2623-2627 N Clark St, Chicago, IL 60614	$2,200 - 2,450	1 Bed	Dog Friendly;Cat Friendly;In Unit Washer & Dryer;Dishwasher	(947) 252-6867                                                                                	https://www.apartments.com/the-residences-at-newcity-chicago-il/wg6wcxl/
21	https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/	Aurelien, Chicago, IL	Lincoln Property Company	833 N Clark St, Chicago, IL 60610	$2,352 - 16,463	Studio - 3 Beds	Dog Friendly;Cat Friendly;In Unit Washer & Dryer;Dishwasher	(844) 489-9630                                                                                	https://www.apartments.com/the-residences-at-newcity-chicago-il/wg6wcxl/
22	https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/	North Water Apartments, Chicago, IL	Lincoln Property Company	340 E North Water St, Chicago, IL 60611	$2,171 - 7,433	Studio - 3 Beds	Dog Friendly;Cat Friendly;In Unit Washer & Dryer;Dishwasher	(844) 402-4750                                                                                	https://www.apartments.com/the-residences-at-newcity-chicago-il/wg6wcxl/
23	https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/	Coeval, Chicago, IL	Greystar Real Estate Partners	51 E 14th St, Chicago, IL 60605	$1,780 - 5,045	Studio - 2 Beds	Dog Friendly;Cat Friendly;In Unit Washer & Dryer;Parking;Fitness Center	(847) 447-2282                                                                                	https://www.apartments.com/the-residences-at-newcity-chicago-il/wg6wcxl/
24	https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/	Aston, Chicago, IL	Greystar Real Estate Partners	200 E Illinois St, Chicago, IL 60611	$2,329 - 9,314	1-3 Beds	Dog Friendly;Cat Friendly;In Unit Washer & Dryer;Parking	(844) 349-2090                                                                                	https://www.apartments.com/the-residences-at-newcity-chicago-il/wg6wcxl/
0	https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/	Elevate, Chicago, IL	Greystar Real Estate Partners	930 W Altgeld St, Chicago, IL 60614	$2,385 - 14,315	Studio - 3 Beds	Dog & Cat Friendly;Fitness Center;Pool;In Unit Washer & Dryer;Clubhouse;Balcony;Maintenance on site;Grill	(847) 440-3110                                                                                	https://www.apartments.com/elevate-chicago-il/nzfe70p/
1	https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/	The Residences at NewCity, Chicago, IL	BEZTAK Properties	1457 N Halsted St, Chicago, IL 60642	$2,484 - 5,208	Studio - 2 Beds	Dog & Cat Friendly;Fitness Center;Pool;Dishwasher;Refrigerator;Kitchen;In Unit Washer & Dryer;Walk-In Closets	(844) 295-8794                                                                                	https://www.apartments.com/elevate-chicago-il/nzfe70p/
2	https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/	Regents Park, Chicago, IL	Antheus Capital	5035 S East End Ave, Chicago, IL 60615	$1,700 - 6,260	Studio - 4 Beds	Dog & Cat Friendly;Fitness Center;Pool;Dishwasher;Kitchen;Walk-In Closets;Range;Microwave	(224) 203-2815                                                                                	https://www.apartments.com/elevate-chicago-il/nzfe70p/
3	https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/	The Pavilion, Chicago, IL	NA	5441 NE NEast River Rd, Chicago, IL 60656	$1,075 - 3,020	Studio - 4 Beds	Dog & Cat Friendly;Fitness Center;Pool;Refrigerator;Walk-In Closets;Balcony;Range;Heat;Business Center	(866) 794-5357                                                                                	https://www.apartments.com/elevate-chicago-il/nzfe70p/
4	https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/	Aurelien, Chicago, IL	Lincoln Property Company	833 N Clark St, Chicago, IL 60610	$2,097 - 24,218	Studio - 3 Beds	Dog & Cat Friendly;Fitness Center;Pool;Dishwasher;Refrigerator;Kitchen;In Unit Washer & Dryer;Walk-In Closets	(844) 489-9630                                                                                	https://www.apartments.com/elevate-chicago-il/nzfe70p/
5	https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/	Triangle Square, Chicago, IL	Lennar	2155 N Elston Ave, Chicago, IL 60614	$1,770 - 6,194	Studio - 3 Beds	Dog & Cat Friendly;Fitness Center;Pool;Dishwasher;Refrigerator;Kitchen;In Unit Washer & Dryer;Clubhouse	(872) 873-3137                                                                                	https://www.apartments.com/elevate-chicago-il/nzfe70p/
6	https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/	Solstice on the Park, Chicago, IL	Antheus Capital	1616 E 56th St, Chicago, IL 60637	$2,600 - 10,960	1-3 Beds	Dog & Cat Friendly;Fitness Center;Dishwasher;In Unit Washer & Dryer;Walk-In Closets;Balcony;Range;Disposal	(773) 917-0650                                                                                	https://www.apartments.com/elevate-chicago-il/nzfe70p/
7	https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/	Marlowe, Chicago, IL	Lennar	169 W Huron St, Chicago, IL 60654	$2,053 - 5,721	Studio - 2 Beds	Dog & Cat Friendly;Fitness Center;Pool;Dishwasher;Kitchen;In Unit Washer & Dryer;Walk-In Closets;Clubhouse	(847) 979-4467                                                                                	https://www.apartments.com/elevate-chicago-il/nzfe70p/
8	https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/	Coeval, Chicago, IL	Greystar Real Estate Partners	51 E 14th St, Chicago, IL 60605	$1,830 - 5,045	Studio - 2 Beds	Dog & Cat Friendly;Fitness Center;Kitchen;In Unit Washer & Dryer;Range;High-Speed Internet;Stainless Steel Appliances;Grill;Lounge	(847) 447-2282                                                                                	https://www.apartments.com/elevate-chicago-il/nzfe70p/
9	https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/	The Bernardin, Chicago, IL	Lincoln Property Company	747 N Wabash Ave, Chicago, IL 60611	$3,132 - 3,856	Studio - 2 Beds	Dog & Cat Friendly;Fitness Center;Pool;Dishwasher;Refrigerator;Kitchen;In Unit Washer & Dryer;Walk-In Closets	(872) 401-5441                                                                                	https://www.apartments.com/elevate-chicago-il/nzfe70p/
10	https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/	Chestnut Tower Apartments, Chicago, IL	NA	121 W Chestnut St, Chicago, IL 60610	$1,904 - 10,256	Studio - 3 Beds	Dog & Cat Friendly;Fitness Center;Dishwasher;Refrigerator;Kitchen;In Unit Washer & Dryer;Walk-In Closets;Clubhouse	(312) 462-0329                                                                                	https://www.apartments.com/elevate-chicago-il/nzfe70p/
11	https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/	North Water Apartments, Chicago, IL	Lincoln Property Company	340 E North Water St, Chicago, IL 60611	$2,328 - 10,464	Studio - 3 Beds	Dog & Cat Friendly;Fitness Center;Pool;Dishwasher;Refrigerator;Kitchen;In Unit Washer & Dryer;Range	(844) 402-4750                                                                                	https://www.apartments.com/elevate-chicago-il/nzfe70p/
12	https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/	Residences at 8 East Huron, Chicago, IL	CA Global Services	8 E Huron St, Chicago, IL 60611	$5,195 - 6,895	1-3 Beds	Dog & Cat Friendly;Fitness Center;Pool;Dishwasher;Refrigerator;Kitchen;In Unit Washer & Dryer;Walk-In Closets;Clubhouse	(773) 906-5670                                                                                	https://www.apartments.com/elevate-chicago-il/nzfe70p/
13	https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/	Optima Signature, Chicago, IL	Optima Inc	220 E Illinois St, Chicago, IL 60611	$2,541 - 9,341	Studio - 3 Beds	Dog & Cat Friendly;Fitness Center;Pool;Dishwasher;Refrigerator;Kitchen;In Unit Washer & Dryer;Walk-In Closets;Clubhouse	(844) 596-1422                                                                                	https://www.apartments.com/elevate-chicago-il/nzfe70p/
14	https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/	Milieu, Chicago, IL	Lincoln Property Company	205 S Peoria, Chicago, IL 60607	$1,973 - 6,076	Studio - 2 Beds	Dog & Cat Friendly;Fitness Center;Pool;Refrigerator;Kitchen;In Unit Washer & Dryer;Clubhouse;Range	(312) 598-1505                                                                                	https://www.apartments.com/elevate-chicago-il/nzfe70p/
15	https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/	369 Grand by Onni, Chicago, IL	NA	369 W Grand Ave, Chicago, IL 60654	$2,095 - 69,521	Studio - 4 Beds	Dog & Cat Friendly;Fitness Center;Pool;Dishwasher;Refrigerator;Kitchen;In Unit Washer & Dryer;Walk-In Closets	(224) 215-0020                                                                                	https://www.apartments.com/elevate-chicago-il/nzfe70p/
16	https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/	The Synagogue, Chicago, IL	CEDARst Companies	5029 N Kenmore Ave, Chicago, IL 60640	$1,775	1 Bed	Dog & Cat Friendly;Dishwasher;Refrigerator;Kitchen;In Unit Washer & Dryer;Range;Maintenance on site;Microwave	(844) 288-1201                                                                                	https://www.apartments.com/elevate-chicago-il/nzfe70p/
17	https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/	One Chicago, Chicago, IL	Lincoln Property Company	14 W Superior St, Chicago, IL 60654	$2,284 - 11,620	Studio - 3 Beds	Dog & Cat Friendly;Fitness Center;In Unit Washer & Dryer;Clubhouse;Maintenance on site;Property Manager on Site;Lounge;Package Service;Gated	(312) 585-7552                                                                                	https://www.apartments.com/elevate-chicago-il/nzfe70p/
18	https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/	The Madison at Racine, Chicago, IL	Lincoln Property Company	1164-1212 W Madison St, Chicago, IL 60607	$2,528 - 5,830	Studio - 2 Beds	Dog & Cat Friendly;Fitness Center;Pool;Dishwasher;Refrigerator;Kitchen;In Unit Washer & Dryer;Walk-In Closets	(844) 737-7559                                                                                	https://www.apartments.com/elevate-chicago-il/nzfe70p/
19	https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/	Imprint, Chicago, IL	Greystar Real Estate Partners	717 S Clark St, Chicago, IL 60605	$1,935 - 11,000	Studio - 4 Beds	Dog & Cat Friendly;Fitness Center;Dishwasher;Refrigerator;Kitchen;In Unit Washer & Dryer;Walk-In Closets;Balcony	(844) 264-5425                                                                                	https://www.apartments.com/elevate-chicago-il/nzfe70p/
20	https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/	Cloisters, Chicago, IL	Antheus Capital	5801-5811 S Dorchester Ave, Chicago, IL 60637	$2,225 - 4,750	1-6 Beds	Dog & Cat Friendly;Dishwasher;Kitchen;Walk-In Closets;Range;Disposal;Microwave;Property Manager on Site;Stainless Steel Appliances	(872) 270-4327                                                                                	https://www.apartments.com/elevate-chicago-il/nzfe70p/
21	https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/	The Apartments at Lincoln Common, Chicago, IL	McCaffery Interests, Inc.	2345 N Lincoln Ave, Chicago, IL 60614	$2,354 - 5,977	Studio - 3 Beds	Dog & Cat Friendly;Fitness Center;Pool;Dishwasher;Refrigerator;Kitchen;In Unit Washer & Dryer;Walk-In Closets	(844) 543-1045                                                                                	https://www.apartments.com/elevate-chicago-il/nzfe70p/
22	https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/	The Regal Apartments, Chicago, IL	TLC Management Co.	651 S Wells St, Chicago, IL 60607	$1,886 - 9,293	1-3 Beds	Dog & Cat Friendly	(312) 985-0502                                                                                	https://www.apartments.com/elevate-chicago-il/nzfe70p/
23	https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/	1001 South State, Chicago, IL	NA	1001 S State St, Chicago, IL 60605	$1,938 - 5,417	Studio - 3 Beds	Dog & Cat Friendly;Fitness Center;Pool;Dishwasher;Kitchen;In Unit Washer & Dryer;Clubhouse;Maintenance on site;Microwave	(844) 843-7332                                                                                	https://www.apartments.com/elevate-chicago-il/nzfe70p/
24	https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/	The Lofts at Gin Alley, Chicago, IL	Newcastle Limited	120 N Green St, Chicago, IL 60607	$2,310 - 12,803	Studio - 3 Beds	Dog & Cat Friendly;Fitness Center;In Unit Washer & Dryer;High-Speed Internet;Property Manager on Site;Controlled Access;Hardwood Floors;Concierge	(844) 410-6603                                                                                	https://www.apartments.com/elevate-chicago-il/nzfe70p/
