	nodes	xpaths
253	Luxury	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[3]/ul/li[2]/fieldset/label/span[1]
254	(2485)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[3]/ul/li[2]/fieldset/label/span[2]
255	Cheap	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[3]/ul/li[3]/fieldset/label/span[1]
256	(4282)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[3]/ul/li[3]/fieldset/label/span[2]
257	Keywords	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/h2[4]
258	Keyword search, separate by commas.	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[4]/fieldset/label
259	Square Feet	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/h2[5]
260	minimum square feet	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/label
261	No Min	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[1]
262	400	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[2]
263	500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[3]
264	600	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[4]
265	700	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[5]
266	800	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[6]
267	900	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[7]
268	1,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[8]
269	1,100	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[9]
270	1,200	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[10]
271	1,300	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[11]
272	1,400	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[12]
273	1,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[13]
274	1,600	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[14]
275	1,700	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[15]
276	1,800	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[16]
277	1,900	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[17]
278	2,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[18]
279	2,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[19]
280	3,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[20]
281	3,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[21]
282	4,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[22]
283	4,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[23]
284	to	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/span
285	maximum square feet	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/label
286	No Max	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[1]
287	400	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[2]
288	500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[3]
289	600	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[4]
290	700	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[5]
291	800	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[6]
292	900	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[7]
293	1,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[8]
294	1,100	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[9]
295	1,200	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[10]
296	1,300	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[11]
297	1,400	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[12]
298	1,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[13]
299	1,600	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[14]
300	1,700	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[15]
301	1,800	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[16]
302	1,900	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[17]
303	2,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[18]
304	2,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[19]
305	3,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[20]
306	3,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[21]
307	4,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[22]
308	4,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[23]
309	Rating	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/h2[6]
310	(8785)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[6]/ul/li[1]/fieldset/label/span
311	(2302)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[6]/ul/li[2]/fieldset/label/span
312	Save Search	/html/body/div[1]/main/section/section[1]/div[1]/section/button[1]/span
313	Done	/html/body/div[1]/main/section/section[1]/div[1]/section/button[2]
314	Clear	/html/body/div[1]/main/section/section[1]/div[1]/section/button[3]
315	Travel Time	/html/body/div[1]/main/section/section[1]/div[2]/div/h2
316	Choose a destination	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[1]/label
317	*Please enter your address or point of interest	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[1]/p
318	Select transportation method	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[2]/label
319	Drive	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[2]/div/button[1]/span
320	Transit	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[2]/div/button[2]/span
321	Walk	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[2]/div/button[3]/span
322	Bike	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[2]/div/button[4]/span
323	Ideal commute time	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[1]/label
324	Under 15 minutes	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[1]/select/option[1]
325	Under 30 minutes	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[1]/select/option[2]
326	Under 45 minutes	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[1]/select/option[3]
327	Under 1 hour	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[1]/select/option[4]
328	Set traffic type	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[2]/label
329	Rush Hour	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[2]/div/button[1]
330	No Traffic	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[2]/div/button[2]
331	Your Destinations	/html/body/div[1]/main/section/section[1]/div[2]/div/div[2]/label
332	Walkscore® Travel Time	/html/body/div[1]/main/section/section[1]/div[2]/footer/label/a
333	Clear	/html/body/div[1]/main/section/section[1]/div[2]/footer/div/button[1]
334	Done	/html/body/div[1]/main/section/section[1]/div[2]/footer/div/button[2]
335	Add Another	/html/body/div[1]/main/section/section[1]/div[2]/footer/div/button[3]
336	Chicago	/html/body/div[1]/main/section/section[2]/section/section/header/div[1]/h2
337	Lakefront	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[1]
338	Nightlife	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[2]
339	Mass Transit	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[3]
340	Urban	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[4]
341	Nightlife	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[5]
342	Diverse	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[6]
343	Artistic	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[7]
344	Lincoln Park Zoo	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/div/p[2]/a[1]
345	Grant Park	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/div/p[2]/a[2]
346	Millennium Park	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/div/p[2]/a[3]
347	Navy Pier	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/div/p[2]/a[4]
348	Magnificent Mile	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/div/p[2]/a[5]
349	Explore the City	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/h3
350	Aerial view of the city	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[1]/p
351	Cloud Gate at dusk	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[2]/p
352	"Riding the ""L"" in Chicago"	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[3]/p
353	The Chicago Stock Exchange is on LaSalle Street	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[4]/p
354	Lighted trees along the Navy Pier	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[5]/p
355	Shopping along the Magnificent Mile	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[6]/p
356	Rent Trends	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/h3
357	Beds	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[1]/th[1]
358	Avg Sq Ft	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[1]/th[2]
359	Avg Rent	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[1]/th[3]
360	Studio	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[2]/td[1]
361	518	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[2]/td[2]
362	$1,710	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[2]/td[3]
363	1 BR	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[3]/td[1]
364	680	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[3]/td[2]
365	$1,924	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[3]/td[3]
366	2 BR	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[4]/td[1]
367	953	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[4]/td[2]
368	$2,374	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[4]/td[3]
369	3 BR	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[5]/td[1]
370	1,039	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[5]/td[2]
371	$1,704	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[5]/td[3]
372	Articles	/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/h3
373	The Best Neighborhoods for Commuting to Downtown Chicago	/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/div/div[1]/div[2]/h4
374	Read More	/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/div/div[1]/div[2]/a
375	Read More	/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/div/div[2]/div[2]/a
376	Safe Neighborhoods in Chicago for Renters	/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/div/div[3]/div[2]/h4
377	Read More	/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/div/div[3]/div[2]/a
378	Ratings	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/h3
379	Walk Score	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[1]/div/span
380	83	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[1]/div/div/div[2]/span[1]
381	Very Walkable	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[1]/div/div/div[2]/span[2]
382	Transit Score	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[2]/div/span
383	69	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[2]/div/div/div[2]/span[1]
384	Good Transit	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[2]/div/div/div[2]/span[2]
385	Bike Score	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[3]/div/span
386	77	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[3]/div/div/div[2]/span[1]
387	Very Bikeable	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[3]/div/div/div[2]/span[2]
388	Demographics	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/h3
389	Statistic	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/thead/tr/th[1]
390	Value	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/thead/tr/th[2]
391	Per Capita Income	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[1]/td[1]
392	$56,296	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[1]/td[2]
393	Median Household Income	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[2]/td[1]
394	$76,624	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[2]/td[2]
395	Total Population	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[3]/td[1]
396	9,441,860 people	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[3]/td[2]
397	Average Age	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[4]/td[1]
398	38 years old	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[4]/td[2]
399	Average Rent	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[5]/td[1]
400	$1,924 per month	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[5]/td[2]
401	Monthly Rent Change	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[6]/td[1]
402	30.32%	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[6]/td[2]
403	Top Schools	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/h3
404	Elementary	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[1]/ul/li[1]/a
405	Middle	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[1]/ul/li[2]/a
406	High	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[1]/ul/li[3]/a
407	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[1]/p[1]
408	Lenart Elementary Regional Gifted Center	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[1]/p[2]
409	Grades PK-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[1]/div/p[1]
410	266 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[1]/div/p[2]
411	(773) 535-0040	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[1]/div/p[3]
412	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[2]/div/span
413	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[1]/p[1]
414	Disney Elementary Magnet School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[1]/p[2]
415	Grades PK-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[1]/div/p[1]
416	1,520 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[1]/div/p[2]
417	(773) 534-5840	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[1]/div/p[3]
418	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[2]/div/span
419	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[1]/p[1]
420	Healy Elementary School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[1]/p[2]
421	Grades K-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[1]/div/p[1]
422	1,410 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[1]/div/p[2]
423	(773) 534-9190	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[1]/div/p[3]
424	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[2]/div/span
425	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[1]/p[1]
426	Skinner Elementary School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[1]/p[2]
427	Grades PK-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[1]/div/p[1]
428	1,211 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[1]/div/p[2]
429	(773) 534-7790	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[1]/div/p[3]
430	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[2]/div/span
431	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[1]/p[1]
432	Lincoln Elementary School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[1]/p[2]
433	Grades K-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[1]/div/p[1]
434	956 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[1]/div/p[2]
435	(773) 534-5720	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[1]/div/p[3]
436	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[2]/div/span
437	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[1]/p[1]
438	Lenart Elementary Regional Gifted Center	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[1]/p[2]
439	Grades PK-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[1]/div/p[1]
440	266 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[1]/div/p[2]
441	(773) 535-0040	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[1]/div/p[3]
442	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[2]/div/span
443	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[1]/p[1]
444	Disney Elementary Magnet School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[1]/p[2]
445	Grades PK-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[1]/div/p[1]
446	1,520 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[1]/div/p[2]
447	(773) 534-5840	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[1]/div/p[3]
448	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[2]/div/span
449	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[1]/p[1]
450	Healy Elementary School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[1]/p[2]
451	Grades K-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[1]/div/p[1]
452	1,410 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[1]/div/p[2]
453	(773) 534-9190	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[1]/div/p[3]
454	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[2]/div/span
455	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[1]/p[1]
456	Skinner Elementary School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[1]/p[2]
457	Grades PK-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[1]/div/p[1]
458	1,211 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[1]/div/p[2]
459	(773) 534-7790	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[1]/div/p[3]
460	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[2]/div/span
461	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[1]/p[1]
462	Lincoln Elementary School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[1]/p[2]
463	Grades K-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[1]/div/p[1]
464	956 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[1]/div/p[2]
465	(773) 534-5720	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[1]/div/p[3]
466	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[2]/div/span
467	Public High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[1]/p[1]
468	Jones College Prep High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[1]/p[2]
469	Grades 9-12	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[1]/div/p[1]
470	1,908 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[1]/div/p[2]
471	(773) 534-8600	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[1]/div/p[3]
472	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[2]/div/span
473	Public High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[1]/p[1]
474	Payton College Preparatory High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[1]/p[2]
475	Grades 9-12	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[1]/div/p[1]
476	1,153 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[1]/div/p[2]
477	(773) 534-0034	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[1]/div/p[3]
478	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[2]/div/span
479	Public High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[1]/p[1]
480	Northside College Preparatory High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[1]/p[2]
481	Grades 9-12	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[1]/div/p[1]
482	1,090 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[1]/div/p[2]
483	(773) 534-3954	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[1]/div/p[3]
484	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[2]/div/span
485	Public High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[1]/p[1]
486	Devry Advantage Academy High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[1]/p[2]
487	Grades 11-12	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[1]/div/p[1]
488	193 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[1]/div/p[2]
489	(773) 697-2216	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[1]/div/p[3]
490	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[2]/div/span
491	Public High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[5]/div/div[1]/p[1]
492	Westinghouse High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[5]/div/div[1]/p[2]
493	Grades 9-12	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[5]/div/div[1]/div/p[1]
494	1,203 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[5]/div/div[1]/div/p[2]
495	(773) 534-6400	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[5]/div/div[1]/div/p[3]
496	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[5]/div/div[2]/div/span
497	Points of Interest	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/h3
498	Transit / Subway	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[1]/h3
