nodes,Labels,xpaths
Affordability,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/h2[3]
Low Income,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[3]/ul/li[1]/fieldset/label/span[1]
-572,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[3]/ul/li[1]/fieldset/label/span[2]
Luxury,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[3]/ul/li[2]/fieldset/label/span[1]
-2485,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[3]/ul/li[2]/fieldset/label/span[2]
Cheap,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[3]/ul/li[3]/fieldset/label/span[1]
-4282,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[3]/ul/li[3]/fieldset/label/span[2]
Keywords,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/h2[4]
"Keyword search, separate by commas.",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[4]/fieldset/label
Square Feet,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/h2[5]
minimum square feet,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/label
No Min,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[1]
400,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[2]
500,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[3]
600,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[4]
700,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[5]
800,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[6]
900,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[7]
"1,000",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[8]
"1,100",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[9]
"1,200",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[10]
"1,300",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[11]
"1,400",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[12]
"1,500",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[13]
"1,600",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[14]
"1,700",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[15]
"1,800",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[16]
"1,900",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[17]
"2,000",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[18]
"2,500",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[19]
"3,000",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[20]
"3,500",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[21]
"4,000",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[22]
"4,500",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[23]
to,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/span
maximum square feet,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/label
No Max,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[1]
400,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[2]
500,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[3]
600,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[4]
700,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[5]
800,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[6]
900,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[7]
"1,000",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[8]
"1,100",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[9]
"1,200",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[10]
"1,300",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[11]
"1,400",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[12]
"1,500",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[13]
"1,600",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[14]
"1,700",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[15]
"1,800",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[16]
"1,900",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[17]
"2,000",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[18]
"2,500",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[19]
"3,000",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[20]
"3,500",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[21]
"4,000",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[22]
"4,500",NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[23]
Rating,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/h2[6]
-8785,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[6]/ul/li[1]/fieldset/label/span
-2302,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[6]/ul/li[2]/fieldset/label/span
Save Search,NE,/html/body/div[1]/main/section/section[1]/div[1]/section/button[1]/span
Done,NE,/html/body/div[1]/main/section/section[1]/div[1]/section/button[2]
Clear,NE,/html/body/div[1]/main/section/section[1]/div[1]/section/button[3]
Travel Time,NE,/html/body/div[1]/main/section/section[1]/div[2]/div/h2
Choose a destination,NE,/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[1]/label
*Please enter your address or point of interest,NE,/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[1]/p
Select transportation method,NE,/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[2]/label
Drive,NE,/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[2]/div/button[1]/span
Transit,NE,/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[2]/div/button[2]/span
Walk,NE,/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[2]/div/button[3]/span
Bike,NE,/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[2]/div/button[4]/span
Ideal commute time,NE,/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[1]/label
Under 15 minutes,NE,/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[1]/select/option[1]
Under 30 minutes,NE,/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[1]/select/option[2]
Under 45 minutes,NE,/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[1]/select/option[3]
Under 1 hour,NE,/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[1]/select/option[4]
Set traffic type,NE,/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[2]/label
Rush Hour,NE,/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[2]/div/button[1]
No Traffic,NE,/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[2]/div/button[2]
Your Destinations,NE,/html/body/div[1]/main/section/section[1]/div[2]/div/div[2]/label
Walkscore® Travel Time,NE,/html/body/div[1]/main/section/section[1]/div[2]/footer/label/a
Clear,NE,/html/body/div[1]/main/section/section[1]/div[2]/footer/div/button[1]
Done,NE,/html/body/div[1]/main/section/section[1]/div[2]/footer/div/button[2]
Add Another,NE,/html/body/div[1]/main/section/section[1]/div[2]/footer/div/button[3]
Chicago,NE,/html/body/div[1]/main/section/section[2]/section/section/header/div[1]/h2
Lakefront,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[1]
Nightlife,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[2]
Mass Transit,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[3]
Urban,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[4]
Nightlife,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[5]
Diverse,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[6]
Artistic,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[7]
Lincoln Park Zoo,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/div/p[2]/a[1]
Grant Park,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/div/p[2]/a[2]
Millennium Park,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/div/p[2]/a[3]
Navy Pier,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/div/p[2]/a[4]
Magnificent Mile,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/div/p[2]/a[5]
Explore the City,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/h3
Aerial view of the city,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[1]/p
Cloud Gate at dusk,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[2]/p
"Riding the ""L"" in Chicago",NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[3]/p
The Chicago Stock Exchange is on LaSalle Street,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[4]/p
Lighted trees along the Navy Pier,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[5]/p
Shopping along the Magnificent Mile,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[6]/p
Rent Trends,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/h3
Beds,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[1]/th[1]
Avg Sq Ft,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[1]/th[2]
Avg Rent,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[1]/th[3]
Studio,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[2]/td[1]
518,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[2]/td[2]
"$1,710 ",NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[2]/td[3]
1 BR,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[3]/td[1]
680,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[3]/td[2]
"$1,924 ",NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[3]/td[3]
2 BR,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[4]/td[1]
953,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[4]/td[2]
"$2,374 ",NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[4]/td[3]
3 BR,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[5]/td[1]
"1,039",NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[5]/td[2]
"$1,704 ",NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[5]/td[3]
Articles,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/h3
The Best Neighborhoods for Commuting to Downtown Chicago,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/div/div[1]/div[2]/h4
Read More,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/div/div[1]/div[2]/a
Read More,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/div/div[2]/div[2]/a
Safe Neighborhoods in Chicago for Renters,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/div/div[3]/div[2]/h4
Read More,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/div/div[3]/div[2]/a
Ratings,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/h3
Walk Score,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[1]/div/span
83,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[1]/div/div/div[2]/span[1]
Very Walkable,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[1]/div/div/div[2]/span[2]
Transit Score,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[2]/div/span
69,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[2]/div/div/div[2]/span[1]
Good Transit,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[2]/div/div/div[2]/span[2]
Bike Score,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[3]/div/span
77,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[3]/div/div/div[2]/span[1]
Very Bikeable,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[3]/div/div/div[2]/span[2]
Demographics,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/h3
Statistic,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/thead/tr/th[1]
Value,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/thead/tr/th[2]
Per Capita Income,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[1]/td[1]
"$56,296 ",NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[1]/td[2]
Median Household Income,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[2]/td[1]
"$76,624 ",NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[2]/td[2]
Total Population,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[3]/td[1]
"9,441,860 people",NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[3]/td[2]
Average Age,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[4]/td[1]
38 years old,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[4]/td[2]
Average Rent,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[5]/td[1]
"$1,924 per month",NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[5]/td[2]
Monthly Rent Change,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[6]/td[1]
30.32%,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[6]/td[2]
Top Schools,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/h3
Elementary,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[1]/ul/li[1]/a
Middle,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[1]/ul/li[2]/a
High,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[1]/ul/li[3]/a
Public Elementary & Middle School,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[1]/p[1]
Lenart Elementary Regional Gifted Center,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[1]/p[2]
Grades PK-8,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[1]/div/p[1]
266 Students,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[1]/div/p[2]
(773) 535-0040,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[1]/div/p[3]
out of 10,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[2]/div/span
Public Elementary & Middle School,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[1]/p[1]
Disney Elementary Magnet School,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[1]/p[2]
Grades PK-8,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[1]/div/p[1]
"1,520 Students",NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[1]/div/p[2]
(773) 534-5840,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[1]/div/p[3]
out of 10,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[2]/div/span
Public Elementary & Middle School,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[1]/p[1]
Healy Elementary School,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[1]/p[2]
Grades K-8,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[1]/div/p[1]
"1,410 Students",NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[1]/div/p[2]
(773) 534-9190,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[1]/div/p[3]
out of 10,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[2]/div/span
Public Elementary & Middle School,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[1]/p[1]
Skinner Elementary School,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[1]/p[2]
Grades PK-8,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[1]/div/p[1]
"1,211 Students",NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[1]/div/p[2]
(773) 534-7790,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[1]/div/p[3]
out of 10,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[2]/div/span
Public Elementary & Middle School,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[1]/p[1]
Lincoln Elementary School,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[1]/p[2]
Grades K-8,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[1]/div/p[1]
956 Students,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[1]/div/p[2]
(773) 534-5720,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[1]/div/p[3]
out of 10,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[2]/div/span
Public Elementary & Middle School,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[1]/p[1]
Lenart Elementary Regional Gifted Center,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[1]/p[2]
Grades PK-8,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[1]/div/p[1]
266 Students,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[1]/div/p[2]
(773) 535-0040,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[1]/div/p[3]
out of 10,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[2]/div/span
Public Elementary & Middle School,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[1]/p[1]
Disney Elementary Magnet School,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[1]/p[2]
Grades PK-8,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[1]/div/p[1]
"1,520 Students",NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[1]/div/p[2]
(773) 534-5840,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[1]/div/p[3]
out of 10,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[2]/div/span
Public Elementary & Middle School,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[1]/p[1]
Healy Elementary School,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[1]/p[2]
Grades K-8,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[1]/div/p[1]
"1,410 Students",NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[1]/div/p[2]
(773) 534-9190,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[1]/div/p[3]
out of 10,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[2]/div/span
Public Elementary & Middle School,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[1]/p[1]
Skinner Elementary School,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[1]/p[2]
Grades PK-8,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[1]/div/p[1]
"1,211 Students",NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[1]/div/p[2]
(773) 534-7790,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[1]/div/p[3]
out of 10,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[2]/div/span
Public Elementary & Middle School,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[1]/p[1]
Lincoln Elementary School,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[1]/p[2]
Grades K-8,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[1]/div/p[1]
956 Students,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[1]/div/p[2]
(773) 534-5720,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[1]/div/p[3]
out of 10,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[2]/div/span
Public High School,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[1]/p[1]
Jones College Prep High School,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[1]/p[2]
Grades 9-12,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[1]/div/p[1]
"1,908 Students",NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[1]/div/p[2]
(773) 534-8600,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[1]/div/p[3]
out of 10,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[2]/div/span
Public High School,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[1]/p[1]
Payton College Preparatory High School,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[1]/p[2]
Grades 9-12,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[1]/div/p[1]
"1,153 Students",NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[1]/div/p[2]
(773) 534-0034,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[1]/div/p[3]
out of 10,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[2]/div/span
Public High School,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[1]/p[1]
Northside College Preparatory High School,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[1]/p[2]
Grades 9-12,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[1]/div/p[1]
"1,090 Students",NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[1]/div/p[2]
(773) 534-3954,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[1]/div/p[3]
out of 10,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[2]/div/span
Public High School,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[1]/p[1]
Devry Advantage Academy High School,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[1]/p[2]
Grades 11-12,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[1]/div/p[1]
193 Students,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[1]/div/p[2]
(773) 697-2216,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[1]/div/p[3]
out of 10,NE,/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[2]/div/span
