	nodes	xpaths
293	773-649-5501	/html/body/div[1]/main/section/div[1]/section[1]/div/article[16]/section[2]/div[2]/div[4]/p
294	More...	/html/body/div[1]/main/section/div[1]/section[1]/div/article[16]/section[2]/div[2]/div[4]/a
295	Contact Property	/html/body/div[1]/main/section/div[1]/section[1]/div/article[16]/section[2]/div[2]/a[2]/span
296	Eight O Five	/html/body/div[1]/main/section/div[1]/section[1]/div/article[17]/section[1]/a
297	1	/html/body/div[1]/main/section/div[1]/section[1]/div/article[17]/section[2]/div[1]/span/span[1]
298	9	/html/body/div[1]/main/section/div[1]/section[1]/div/article[17]/section[2]/div[1]/span/span[2]
299	805 N LaSalle St	/html/body/div[1]/main/section/div[1]/section[1]/div/article[17]/section[2]/div[2]/div[2]/span[1]
300	Chicago	/html/body/div[1]/main/section/div[1]/section[1]/div/article[17]/section[2]/div[2]/div[2]/span[2]/span[1]
301	60654	/html/body/div[1]/main/section/div[1]/section[1]/div/article[17]/section[2]/div[2]/div[2]/span[2]/span[2]
302	$1,475 - $4,800	/html/body/div[1]/main/section/div[1]/section[1]/div/article[17]/section[2]/div[2]/div[3]/p[1]
303	Studio - 2 Br	/html/body/div[1]/main/section/div[1]/section[1]/div/article[17]/section[2]/div[2]/div[3]/p[2]
304	872-206-3038	/html/body/div[1]/main/section/div[1]/section[1]/div/article[17]/section[2]/div[2]/div[4]/p
305	More...	/html/body/div[1]/main/section/div[1]/section[1]/div/article[17]/section[2]/div[2]/div[4]/a
306	Contact Property	/html/body/div[1]/main/section/div[1]/section[1]/div/article[17]/section[2]/div[2]/a[2]/span
307	Windermere House	/html/body/div[1]/main/section/div[1]/section[1]/div/article[18]/section[1]/a
308	1	/html/body/div[1]/main/section/div[1]/section[1]/div/article[18]/section[2]/div[1]/span/span[1]
309	44	/html/body/div[1]/main/section/div[1]/section[1]/div/article[18]/section[2]/div[1]/span/span[2]
310	1634-1660 E 56th St	/html/body/div[1]/main/section/div[1]/section[1]/div/article[18]/section[2]/div[2]/div[2]/span[1]
311	Chicago	/html/body/div[1]/main/section/div[1]/section[1]/div/article[18]/section[2]/div[2]/div[2]/span[2]/span[1]
312	60637	/html/body/div[1]/main/section/div[1]/section[1]/div/article[18]/section[2]/div[2]/div[2]/span[2]/span[2]
313	$1,005 - $2,870	/html/body/div[1]/main/section/div[1]/section[1]/div/article[18]/section[2]/div[2]/div[3]/p[1]
314	Studio - 3 Br	/html/body/div[1]/main/section/div[1]/section[1]/div/article[18]/section[2]/div[2]/div[3]/p[2]
315	844-406-5855	/html/body/div[1]/main/section/div[1]/section[1]/div/article[18]/section[2]/div[2]/div[4]/p
316	More...	/html/body/div[1]/main/section/div[1]/section[1]/div/article[18]/section[2]/div[2]/div[4]/a
317	Contact Property	/html/body/div[1]/main/section/div[1]/section[1]/div/article[18]/section[2]/div[2]/a[2]/span
318	Jeff Jack Apartments	/html/body/div[1]/main/section/div[1]/section[1]/div/article[19]/section[1]/a
319	1	/html/body/div[1]/main/section/div[1]/section[1]/div/article[19]/section[2]/div[1]/span/span[1]
320	11	/html/body/div[1]/main/section/div[1]/section[1]/div/article[19]/section[2]/div[1]/span/span[2]
321	601 W Jackson Blvd	/html/body/div[1]/main/section/div[1]/section[1]/div/article[19]/section[2]/div[2]/div[2]/span[1]
322	Chicago	/html/body/div[1]/main/section/div[1]/section[1]/div/article[19]/section[2]/div[2]/div[2]/span[2]/span[1]
323	60661	/html/body/div[1]/main/section/div[1]/section[1]/div/article[19]/section[2]/div[2]/div[2]/span[2]/span[2]
324	$1,452 - $4,413	/html/body/div[1]/main/section/div[1]/section[1]/div/article[19]/section[2]/div[2]/div[3]/p[1]
325	Studio - 2 Br	/html/body/div[1]/main/section/div[1]/section[1]/div/article[19]/section[2]/div[2]/div[3]/p[2]
326	844-443-8919	/html/body/div[1]/main/section/div[1]/section[1]/div/article[19]/section[2]/div[2]/div[4]/p
327	More...	/html/body/div[1]/main/section/div[1]/section[1]/div/article[19]/section[2]/div[2]/div[4]/a
328	Contact Property	/html/body/div[1]/main/section/div[1]/section[1]/div/article[19]/section[2]/div[2]/a[2]/span
329	OneEleven	/html/body/div[1]/main/section/div[1]/section[1]/div/article[20]/section[1]/a
330	1	/html/body/div[1]/main/section/div[1]/section[1]/div/article[20]/section[2]/div[1]/span/span[1]
331	42	/html/body/div[1]/main/section/div[1]/section[1]/div/article[20]/section[2]/div[1]/span/span[2]
332	111 W Wacker Dr	/html/body/div[1]/main/section/div[1]/section[1]/div/article[20]/section[2]/div[2]/div[2]/span[1]
333	Chicago	/html/body/div[1]/main/section/div[1]/section[1]/div/article[20]/section[2]/div[2]/div[2]/span[2]/span[1]
334	60601	/html/body/div[1]/main/section/div[1]/section[1]/div/article[20]/section[2]/div[2]/div[2]/span[2]/span[2]
335	$1,995 - $6,695	/html/body/div[1]/main/section/div[1]/section[1]/div/article[20]/section[2]/div[2]/div[3]/p[1]
336	Studio - 3 Br	/html/body/div[1]/main/section/div[1]/section[1]/div/article[20]/section[2]/div[2]/div[3]/p[2]
337	708-546-4173	/html/body/div[1]/main/section/div[1]/section[1]/div/article[20]/section[2]/div[2]/div[4]/p
338	More...	/html/body/div[1]/main/section/div[1]/section[1]/div/article[20]/section[2]/div[2]/div[4]/a
339	Contact Property	/html/body/div[1]/main/section/div[1]/section[1]/div/article[20]/section[2]/div[2]/a[2]/span
340	Hyde Park Tower Apartments	/html/body/div[1]/main/section/div[1]/section[1]/div/article[21]/section[1]/a
341	1	/html/body/div[1]/main/section/div[1]/section[1]/div/article[21]/section[2]/div[1]/span/span[1]
342	21	/html/body/div[1]/main/section/div[1]/section[1]/div/article[21]/section[2]/div[1]/span/span[2]
343	5140 S Hyde Park Blvd	/html/body/div[1]/main/section/div[1]/section[1]/div/article[21]/section[2]/div[2]/div[2]/span[1]
344	Chicago	/html/body/div[1]/main/section/div[1]/section[1]/div/article[21]/section[2]/div[2]/div[2]/span[2]/span[1]
345	60615	/html/body/div[1]/main/section/div[1]/section[1]/div/article[21]/section[2]/div[2]/div[2]/span[2]/span[2]
346	$1,258 - $5,151	/html/body/div[1]/main/section/div[1]/section[1]/div/article[21]/section[2]/div[2]/div[3]/p[1]
347	1-3 Br	/html/body/div[1]/main/section/div[1]/section[1]/div/article[21]/section[2]/div[2]/div[3]/p[2]
348	773-432-4830	/html/body/div[1]/main/section/div[1]/section[1]/div/article[21]/section[2]/div[2]/div[4]/p
349	More...	/html/body/div[1]/main/section/div[1]/section[1]/div/article[21]/section[2]/div[2]/div[4]/a
350	Contact Property	/html/body/div[1]/main/section/div[1]/section[1]/div/article[21]/section[2]/div[2]/a[2]/span
351	AMLI Lofts	/html/body/div[1]/main/section/div[1]/section[1]/div/article[22]/section[1]/a
352	1	/html/body/div[1]/main/section/div[1]/section[1]/div/article[22]/section[2]/div[1]/span/span[1]
353	36	/html/body/div[1]/main/section/div[1]/section[1]/div/article[22]/section[2]/div[1]/span/span[2]
354	850 S Clark St	/html/body/div[1]/main/section/div[1]/section[1]/div/article[22]/section[2]/div[2]/div[2]/span[1]
355	Chicago	/html/body/div[1]/main/section/div[1]/section[1]/div/article[22]/section[2]/div[2]/div[2]/span[2]/span[1]
356	60605	/html/body/div[1]/main/section/div[1]/section[1]/div/article[22]/section[2]/div[2]/div[2]/span[2]/span[2]
357	$1,696 - $3,190	/html/body/div[1]/main/section/div[1]/section[1]/div/article[22]/section[2]/div[2]/div[3]/p[1]
358	1-2 Br	/html/body/div[1]/main/section/div[1]/section[1]/div/article[22]/section[2]/div[2]/div[3]/p[2]
359	312-462-1938	/html/body/div[1]/main/section/div[1]/section[1]/div/article[22]/section[2]/div[2]/div[4]/p
360	More...	/html/body/div[1]/main/section/div[1]/section[1]/div/article[22]/section[2]/div[2]/div[4]/a
361	Contact Property	/html/body/div[1]/main/section/div[1]/section[1]/div/article[22]/section[2]/div[2]/a[2]/span
362	Chestnut Place	/html/body/div[1]/main/section/div[1]/section[1]/div/article[23]/section[1]/a
363	1	/html/body/div[1]/main/section/div[1]/section[1]/div/article[23]/section[2]/div[1]/span/span[1]
364	10	/html/body/div[1]/main/section/div[1]/section[1]/div/article[23]/section[2]/div[1]/span/span[2]
365	850 N State St	/html/body/div[1]/main/section/div[1]/section[1]/div/article[23]/section[2]/div[2]/div[2]/span[1]
366	Chicago	/html/body/div[1]/main/section/div[1]/section[1]/div/article[23]/section[2]/div[2]/div[2]/span[2]/span[1]
367	60610	/html/body/div[1]/main/section/div[1]/section[1]/div/article[23]/section[2]/div[2]/div[2]/span[2]/span[2]
368	$1,339 - $2,621	/html/body/div[1]/main/section/div[1]/section[1]/div/article[23]/section[2]/div[2]/div[3]/p[1]
369	1-2 Br	/html/body/div[1]/main/section/div[1]/section[1]/div/article[23]/section[2]/div[2]/div[3]/p[2]
370	312-646-4941	/html/body/div[1]/main/section/div[1]/section[1]/div/article[23]/section[2]/div[2]/div[4]/p
371	More...	/html/body/div[1]/main/section/div[1]/section[1]/div/article[23]/section[2]/div[2]/div[4]/a
372	Contact Property	/html/body/div[1]/main/section/div[1]/section[1]/div/article[23]/section[2]/div[2]/a[2]/span
373	Atwater	/html/body/div[1]/main/section/div[1]/section[1]/div/article[24]/section[1]/a
374	1	/html/body/div[1]/main/section/div[1]/section[1]/div/article[24]/section[2]/div[1]/span/span[1]
375	79	/html/body/div[1]/main/section/div[1]/section[1]/div/article[24]/section[2]/div[1]/span/span[2]
376	355 E Ohio St	/html/body/div[1]/main/section/div[1]/section[1]/div/article[24]/section[2]/div[2]/div[2]/span[1]
377	Chicago	/html/body/div[1]/main/section/div[1]/section[1]/div/article[24]/section[2]/div[2]/div[2]/span[2]/span[1]
378	60611	/html/body/div[1]/main/section/div[1]/section[1]/div/article[24]/section[2]/div[2]/div[2]/span[2]/span[2]
379	$1,593 - $6,422	/html/body/div[1]/main/section/div[1]/section[1]/div/article[24]/section[2]/div[2]/div[3]/p[1]
380	Studio - 3 Br	/html/body/div[1]/main/section/div[1]/section[1]/div/article[24]/section[2]/div[2]/div[3]/p[2]
381	312-646-4953	/html/body/div[1]/main/section/div[1]/section[1]/div/article[24]/section[2]/div[2]/div[4]/p
382	More...	/html/body/div[1]/main/section/div[1]/section[1]/div/article[24]/section[2]/div[2]/div[4]/a
383	Contact Property	/html/body/div[1]/main/section/div[1]/section[1]/div/article[24]/section[2]/div[2]/a[2]/span
384	Circa 922	/html/body/div[1]/main/section/div[1]/section[1]/div/article[25]/section[1]/a
385	1	/html/body/div[1]/main/section/div[1]/section[1]/div/article[25]/section[2]/div[1]/span/span[1]
386	23	/html/body/div[1]/main/section/div[1]/section[1]/div/article[25]/section[2]/div[1]/span/span[2]
387	922 W Washington Blvd	/html/body/div[1]/main/section/div[1]/section[1]/div/article[25]/section[2]/div[2]/div[2]/span[1]
388	Chicago	/html/body/div[1]/main/section/div[1]/section[1]/div/article[25]/section[2]/div[2]/div[2]/span[2]/span[1]
389	60607	/html/body/div[1]/main/section/div[1]/section[1]/div/article[25]/section[2]/div[2]/div[2]/span[2]/span[2]
390	$1,565 - $5,225	/html/body/div[1]/main/section/div[1]/section[1]/div/article[25]/section[2]/div[2]/div[3]/p[1]
391	Studio - 3 Br	/html/body/div[1]/main/section/div[1]/section[1]/div/article[25]/section[2]/div[2]/div[3]/p[2]
392	773-358-4744	/html/body/div[1]/main/section/div[1]/section[1]/div/article[25]/section[2]/div[2]/div[4]/p
393	More...	/html/body/div[1]/main/section/div[1]/section[1]/div/article[25]/section[2]/div[2]/div[4]/a
394	Contact Property	/html/body/div[1]/main/section/div[1]/section[1]/div/article[25]/section[2]/div[2]/a[2]/span
395	1	/html/body/div[1]/main/section/div[1]/section[1]/div/div/a[2]
396	2	/html/body/div[1]/main/section/div[1]/section[1]/div/div/a[3]
397	3	/html/body/div[1]/main/section/div[1]/section[1]/div/div/a[4]
398	4	/html/body/div[1]/main/section/div[1]/section[1]/div/div/a[5]
399	5	/html/body/div[1]/main/section/div[1]/section[1]/div/div/a[6]
400	20	/html/body/div[1]/main/section/div[1]/section[1]/div/div/a[7]
401	Let Apartments.com find your perfect fit in Chicago, IL!	/html/body/div[1]/main/section/div[1]/section[1]/section[1]/h1
402	Cities	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[1]/h3
403	Cicero	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[1]/ul/li[1]/a
404	Stickney	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[1]/ul/li[2]/a
405	Berwyn	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[1]/ul/li[3]/a
406	Riverside	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[1]/ul/li[4]/a
407	Chicago Lawn	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[1]/ul/li[5]/a
408	Hometown	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[1]/ul/li[6]/a
409	North Riverside	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[1]/ul/li[7]/a
410	Oak Park	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[1]/ul/li[8]/a
411	Lyons	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[1]/ul/li[9]/a
412	Forest Park	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[1]/ul/li[10]/a
413	Neighborhoods	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[2]/h3
414	Little Village	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[2]/ul/li[1]/a
415	Archer Heights	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[2]/ul/li[2]/a
416	West Elsdon	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[2]/ul/li[3]/a
417	Brighton Park	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[2]/ul/li[4]/a
418	Lawndale	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[2]/ul/li[5]/a
419	West Garfield Park	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[2]/ul/li[6]/a
420	West Lawn	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[2]/ul/li[7]/a
421	McKinley Park	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[2]/ul/li[8]/a
422	East Garfield Park	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[2]/ul/li[9]/a
423	Lower West Side	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[2]/ul/li[10]/a
424	ZIP Codes	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[3]/h3
425	60623	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[3]/ul/li[1]/a
426	60804	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[3]/ul/li[2]/a
427	60632	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[3]/ul/li[3]/a
428	60624	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[3]/ul/li[4]/a
429	60402	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[3]/ul/li[5]/a
430	60644	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[3]/ul/li[6]/a
431	60608	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[3]/ul/li[7]/a
432	60651	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[3]/ul/li[8]/a
433	60629	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[3]/ul/li[9]/a
434	60638	/html/body/div[1]/main/section/div[1]/section[1]/section[2]/div[3]/ul/li[10]/a
435	About Us	/html/body/div[1]/main/section/div[1]/section[1]/footer/div[1]/a[1]
436	Find Office Space	/html/body/div[1]/main/section/div[1]/section[1]/footer/div[1]/a[2]
437	Find Industrial Space	/html/body/div[1]/main/section/div[1]/section[1]/footer/div[1]/a[3]
438	Buy a Business	/html/body/div[1]/main/section/div[1]/section[1]/footer/div[1]/a[4]
439	Buy a Farm	/html/body/div[1]/main/section/div[1]/section[1]/footer/div[1]/a[5]
440	Buy Commercial Properties	/html/body/div[1]/main/section/div[1]/section[1]/footer/div[1]/a[6]
441	Equal Housing	/html/body/div[1]/main/section/div[1]/section[1]/footer/div[1]/a[7]
442	Terms of Service	/html/body/div[1]/main/section/div[1]/section[1]/footer/div[1]/a[8]
443		/html/body/div[1]/main/section/div[1]/section[1]/footer/div[2]/a
444	Baths	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/div/h4
445	Baths	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/div/select/option[1]
446	1+ Baths	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/div/select/option[2]
447	2+ Baths	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/div/select/option[3]
448	3+ Baths	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/div/select/option[4]
449	Pet Friendly	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[1]/h4
450	Dog	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[1]/ul/li[1]/label
451	Cat	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[1]/ul/li[2]/label
452	Interior Amenities	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/h4
453	Air Conditioning	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[1]/label
454	Unit Washer/Dryer	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[2]/label
455	Dishwasher	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[3]/label
456	Wheelchair Access	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[4]/label
457	Community Amenities	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/h4
458	Parking	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/ul/li[1]/label
459	Fitness Center	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/ul/li[2]/label
460	Pool	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/ul/li[3]/label
461	Elevator	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/ul/li[4]/label
462	Style	/html/body/div[1]/main/section/div[1]/section[2]/section[3]/div[1]/h4
463	Apartments	/html/body/div[1]/main/section/div[1]/section[2]/section[3]/div[1]/ul/li[1]/label
464	Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[3]/div[1]/ul/li[2]/label
465	Condos	/html/body/div[1]/main/section/div[1]/section[2]/section[3]/div[1]/ul/li[3]/label
466	Townhomes	/html/body/div[1]/main/section/div[1]/section[2]/section[3]/div[1]/ul/li[4]/label
467	Specialties	/html/body/div[1]/main/section/div[1]/section[2]/section[3]/div[2]/h4
468	Senior	/html/body/div[1]/main/section/div[1]/section[2]/section[3]/div[2]/ul/li[1]/label
469	Military	/html/body/div[1]/main/section/div[1]/section[2]/section[3]/div[2]/ul/li[2]/label
470	Student	/html/body/div[1]/main/section/div[1]/section[2]/section[3]/div[2]/ul/li[3]/label
471	Corporate	/html/body/div[1]/main/section/div[1]/section[2]/section[3]/div[2]/ul/li[4]/label
472	Income Restricted	/html/body/div[1]/main/section/div[1]/section[2]/section[3]/div[2]/ul/li[5]/label
473	Rating	/html/body/div[1]/main/section/div[1]/section[2]/section[3]/div[3]/h4
474	Community Amenities	/html/body/div[1]/main/section/div[1]/section[2]/section[4]/div[1]/h4
475	Parking	/html/body/div[1]/main/section/div[1]/section[2]/section[4]/div[1]/ul/li[1]/label
476	Fitness Center	/html/body/div[1]/main/section/div[1]/section[2]/section[4]/div[1]/ul/li[2]/label
477	Pool	/html/body/div[1]/main/section/div[1]/section[2]/section[4]/div[1]/ul/li[3]/label
478	Elevator	/html/body/div[1]/main/section/div[1]/section[2]/section[4]/div[1]/ul/li[4]/label
479	Style	/html/body/div[1]/main/section/div[1]/section[2]/section[4]/div[2]/h4
480	Apartments	/html/body/div[1]/main/section/div[1]/section[2]/section[4]/div[2]/ul/li[1]/label
481	Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[4]/div[2]/ul/li[2]/label
482	Condos	/html/body/div[1]/main/section/div[1]/section[2]/section[4]/div[2]/ul/li[3]/label
483	Townhomes	/html/body/div[1]/main/section/div[1]/section[2]/section[4]/div[2]/ul/li[4]/label
484	Specialties	/html/body/div[1]/main/section/div[1]/section[2]/section[5]/div[1]/h4
485	Senior	/html/body/div[1]/main/section/div[1]/section[2]/section[5]/div[1]/ul/li[1]/label
486	Military	/html/body/div[1]/main/section/div[1]/section[2]/section[5]/div[1]/ul/li[2]/label
487	Student	/html/body/div[1]/main/section/div[1]/section[2]/section[5]/div[1]/ul/li[3]/label
488	Corporate	/html/body/div[1]/main/section/div[1]/section[2]/section[5]/div[1]/ul/li[4]/label
489	Income Restricted	/html/body/div[1]/main/section/div[1]/section[2]/section[5]/div[1]/ul/li[5]/label
490	Rating	/html/body/div[1]/main/section/div[1]/section[2]/section[5]/div[2]/h4
491	Keyword Search	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[1]/h4
492	Separate keywords by comma	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[1]/p
493	Square Feet	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/h4
494	No Min	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[1]/option[1]
495	400	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[1]/option[2]
496	500	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[1]/option[3]
497	600	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[1]/option[4]
498	700	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[1]/option[5]
499	800	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[1]/option[6]
500	900	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[1]/option[7]
501	1,000	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[1]/option[8]
502	1,100	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[1]/option[9]
503	1,200	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[1]/option[10]
504	1,300	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[1]/option[11]
505	1,400	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[1]/option[12]
506	1,500	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[1]/option[13]
507	1,600	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[1]/option[14]
508	1,700	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[1]/option[15]
509	1,800	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[1]/option[16]
510	1,900	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[1]/option[17]
511	2,000	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[1]/option[18]
512	2,500	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[1]/option[19]
513	3,000	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[1]/option[20]
514	3,500	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[1]/option[21]
515	4,000	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[1]/option[22]
516	4,500	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[1]/option[23]
517	to	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/span
518	No Max	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[2]/option[1]
519	400	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[2]/option[2]
520	500	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[2]/option[3]
521	600	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[2]/option[4]
522	700	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[2]/option[5]
523	800	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[2]/option[6]
524	900	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[2]/option[7]
525	1,000	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[2]/option[8]
526	1,100	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[2]/option[9]
527	1,200	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[2]/option[10]
528	1,300	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[2]/option[11]
529	1,400	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[2]/option[12]
530	1,500	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[2]/option[13]
531	1,600	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[2]/option[14]
532	1,700	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[2]/option[15]
533	1,800	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[2]/option[16]
534	1,900	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[2]/option[17]
535	2,000	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[2]/option[18]
536	2,500	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[2]/option[19]
537	3,000	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[2]/option[20]
538	3,500	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[2]/option[21]
539	4,000	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[2]/option[22]
540	4,500	/html/body/div[1]/main/section/div[1]/section[2]/section[6]/div[2]/select[2]/option[23]
541	Plan Commute	/html/body/div[1]/main/section/div[1]/section[2]/section[7]/div/button
542	Sort	/html/body/div[1]/main/section/div[1]/section[2]/section[8]/div/select/option[1]
543	Rent (lo)	/html/body/div[1]/main/section/div[1]/section[2]/section[8]/div/select/option[2]
544	Rent (hi)	/html/body/div[1]/main/section/div[1]/section[2]/section[8]/div/select/option[3]
545	Clear	/html/body/div[1]/main/section/div[1]/section[2]/section[8]/div/button[3]
546	Done	/html/body/div[1]/main/section/div[1]/section[2]/section[8]/div/button[4]
547	Discover rentals near work and play	/html/body/div[1]/main/section/div[1]/section[3]/h2
548	1. Destination	/html/body/div[1]/main/section/div[1]/section[3]/section[1]/h3
549	*Please enter your address or point of interest	/html/body/div[1]/main/section/div[1]/section[3]/section[1]/p
550	2. Travel Time	/html/body/div[1]/main/section/div[1]/section[3]/section[2]/h3
551	Minutes	/html/body/div[1]/main/section/div[1]/section[3]/section[2]/div/div[1]/div[2]/div/span
552	1 Minute	/html/body/div[1]/main/section/div[1]/section[3]/section[2]/div/div[2]/span[1]
553	30 Minutes	/html/body/div[1]/main/section/div[1]/section[3]/section[2]/div/div[2]/span[2]
554	60 Minutes	/html/body/div[1]/main/section/div[1]/section[3]/section[2]/div/div[2]/span[3]
555	3. Travel Mode	/html/body/div[1]/main/section/div[1]/section[3]/section[3]/h3
556	Car	/html/body/div[1]/main/section/div[1]/section[3]/section[3]/ul[1]/li[1]/button
557	Public Transit	/html/body/div[1]/main/section/div[1]/section[3]/section[3]/ul[1]/li[2]/button
558	Walk	/html/body/div[1]/main/section/div[1]/section[3]/section[3]/ul[1]/li[3]/button
559	Bike	/html/body/div[1]/main/section/div[1]/section[3]/section[3]/ul[1]/li[4]/button
560	Rush Hour	/html/body/div[1]/main/section/div[1]/section[3]/section[3]/ul[2]/li[1]/button
561	No Traffic	/html/body/div[1]/main/section/div[1]/section[3]/section[3]/ul[2]/li[2]/button
562	Add Another	/html/body/div[1]/main/section/div[1]/section[3]/section[3]/button
