nodes	xpaths
Keyword search, separate by commas.	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[4]/label
Square Feet	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/h2[5]
minimum square feet	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/label[1]
No Min	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[1]
400	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[2]
500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[3]
600	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[4]
700	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[5]
800	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[6]
900	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[7]
1,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[8]
1,100	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[9]
1,200	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[10]
1,300	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[11]
1,400	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[12]
1,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[13]
1,600	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[14]
1,700	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[15]
1,800	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[16]
1,900	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[17]
2,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[18]
2,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[19]
3,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[20]
3,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[21]
4,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[22]
4,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[1]/option[23]
to	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/span
maximum square feet	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/label[2]
No Max	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[1]
400	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[2]
500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[3]
600	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[4]
700	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[5]
800	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[6]
900	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[7]
1,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[8]
1,100	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[9]
1,200	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[10]
1,300	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[11]
1,400	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[12]
1,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[13]
1,600	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[14]
1,700	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[15]
1,800	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[16]
1,900	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[17]
2,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[18]
2,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[19]
3,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[20]
3,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[21]
4,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[22]
4,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/select[2]/option[23]
Rating	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/h2[6]
(8661)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[6]/ul/li[1]/fieldset/label/span
(2048)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[6]/ul/li[2]/fieldset/label/span
Save Search	/html/body/div[1]/main/section/section[1]/div[1]/section/button[1]/span
Done	/html/body/div[1]/main/section/section[1]/div[1]/section/button[2]
Clear	/html/body/div[1]/main/section/section[1]/div[1]/section/button[3]
Travel Time	/html/body/div[1]/main/section/section[1]/div[2]/div/h2
Choose a destination	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[1]/label
*Please enter your address or point of interest	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[1]/p
Select transportation method	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[2]/label
Drive	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[2]/div/button[1]/span
Transit	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[2]/div/button[2]/span
Walk	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[2]/div/button[3]/span
Bike	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[2]/div/button[4]/span
Ideal commute time	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[1]/label
Under 15 minutes	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[1]/select/option[1]
Under 30 minutes	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[1]/select/option[2]
Under 45 minutes	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[1]/select/option[3]
Under 1 hour	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[1]/select/option[4]
Set traffic type	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[2]/label
Rush Hour	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[2]/div/button[1]
No Traffic	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[2]/div/button[2]
Your Destinations	/html/body/div[1]/main/section/section[1]/div[2]/div/div[2]/label
Walkscore® Travel Time	/html/body/div[1]/main/section/section[1]/div[2]/footer/label/a
Clear	/html/body/div[1]/main/section/section[1]/div[2]/footer/div/button[1]
Done	/html/body/div[1]/main/section/section[1]/div[2]/footer/div/button[2]
Add Another	/html/body/div[1]/main/section/section[1]/div[2]/footer/div/button[3]
Chicago	/html/body/div[1]/main/section/section[2]/section/section/header/div[1]/h2
Lakefront	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[1]
Nightlife	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[2]
Mass Transit	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[3]
Urban	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[4]
Nightlife	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[5]
Diverse	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[6]
Artistic	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/ul/li[7]
Lincoln Park Zoo	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/div/p[2]/a[1]
Grant Park	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/div/p[2]/a[2]
Millennium Park	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/div/p[2]/a[3]
Navy Pier	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/div/p[2]/a[4]
Magnificent Mile	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/div/p[2]/a[5]
Explore the City	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/h3
Aerial view of the city	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[1]/p
Cloud Gate at dusk	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[2]/p
"Riding the ""L"" in Chicago"	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[3]/p
The Chicago Stock Exchange is on LaSalle Street	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[4]/p
Lighted trees along the Navy Pier	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[5]/p
Shopping along the Magnificent Mile	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[6]/p
Rent Trends	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/h3
Beds	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[1]/th[1]
Avg Sq Ft	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[1]/th[2]
Avg Rent	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[1]/th[3]
Studio	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[2]/td[1]
442	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[2]/td[2]
$1,282	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[2]/td[3]
1 BR	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[3]/td[1]
657	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[3]/td[2]
$1,611	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[3]/td[3]
2 BR	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[4]/td[1]
925	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[4]/td[2]
$2,090	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[4]/td[3]
3 BR	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[5]/td[1]
1,189	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[5]/td[2]
$2,615	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[5]/td[3]
Articles	/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/h3
The Best Neighborhoods for Commuting to Downtown Chicago	/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/div/div[1]/div[2]/h4
Read More	/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/div/div[1]/div[2]/a
Read More	/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/div/div[2]/div[2]/a
Safe Neighborhoods in Chicago for Renters	/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/div/div[3]/div[2]/h4
Read More	/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/div/div[3]/div[2]/a
Ratings	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/h3
Walk Score	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[1]/div/span
83	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[1]/div/div/div[2]/span[1]
Very Walkable	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[1]/div/div/div[2]/span[2]
Transit Score	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[2]/div/span
69	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[2]/div/div/div[2]/span[1]
Good Transit	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[2]/div/div/div[2]/span[2]
Bike Score	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[3]/div/span
77	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[3]/div/div/div[2]/span[1]
Very Bikeable	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[3]/div/div/div[2]/span[2]
Demographics	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/h3
Statistic	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/thead/tr/th[1]
Value	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/thead/tr/th[2]
Per Capita Income	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[1]/td[1]
$56,296	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[1]/td[2]
Median Household Income	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[2]/td[1]
$76,624	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[2]/td[2]
Total Population	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[3]/td[1]
9,441,860 people	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[3]/td[2]
Average Age	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[4]/td[1]
38 years old	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[4]/td[2]
Average Rent	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[5]/td[1]
$1,611 per month	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[5]/td[2]
Monthly Rent Change	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[6]/td[1]
5.41%	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[6]/td[2]
Top Schools	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/h3
Elementary	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[1]/ul/li[1]/a
Middle	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[1]/ul/li[2]/a
High	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[1]/ul/li[3]/a
Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[1]/p[1]
Lenart Elementary Regional Gifted Center	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[1]/p[2]
Grades PK-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[1]/div/p[1]
266 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[1]/div/p[2]
(773) 535-0040	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[1]/div/p[3]
out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[2]/div/span
Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[1]/p[1]
Disney Elementary Magnet School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[1]/p[2]
Grades PK-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[1]/div/p[1]
1,520 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[1]/div/p[2]
(773) 534-5840	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[1]/div/p[3]
out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[2]/div/span
Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[1]/p[1]
Healy Elementary School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[1]/p[2]
Grades K-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[1]/div/p[1]
1,410 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[1]/div/p[2]
(773) 534-9190	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[1]/div/p[3]
out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[2]/div/span
Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[1]/p[1]
Skinner Elementary School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[1]/p[2]
Grades PK-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[1]/div/p[1]
1,211 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[1]/div/p[2]
(773) 534-7790	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[1]/div/p[3]
out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[2]/div/span
Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[1]/p[1]
Lincoln Elementary School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[1]/p[2]
Grades K-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[1]/div/p[1]
956 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[1]/div/p[2]
(773) 534-5720	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[1]/div/p[3]
out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[2]/div/span
Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[1]/p[1]
Lenart Elementary Regional Gifted Center	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[1]/p[2]
Grades PK-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[1]/div/p[1]
266 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[1]/div/p[2]
(773) 535-0040	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[1]/div/p[3]
out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[2]/div/span
Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[1]/p[1]
Disney Elementary Magnet School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[1]/p[2]
Grades PK-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[1]/div/p[1]
1,520 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[1]/div/p[2]
(773) 534-5840	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[1]/div/p[3]
out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[2]/div/span
Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[1]/p[1]
Healy Elementary School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[1]/p[2]
Grades K-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[1]/div/p[1]
1,410 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[1]/div/p[2]
(773) 534-9190	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[1]/div/p[3]
out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[2]/div/span
Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[1]/p[1]
Skinner Elementary School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[1]/p[2]
Grades PK-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[1]/div/p[1]
1,211 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[1]/div/p[2]
(773) 534-7790	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[1]/div/p[3]
out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[2]/div/span
Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[1]/p[1]
Lincoln Elementary School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[1]/p[2]
Grades K-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[1]/div/p[1]
956 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[1]/div/p[2]
(773) 534-5720	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[1]/div/p[3]
out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[2]/div/span
Public High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[1]/p[1]
Jones College Prep High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[1]/p[2]
Grades 9-12	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[1]/div/p[1]
1,908 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[1]/div/p[2]
(773) 534-8600	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[1]/div/p[3]
out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[2]/div/span
Public High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[1]/p[1]
Payton College Preparatory High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[1]/p[2]
Grades 9-12	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[1]/div/p[1]
1,153 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[1]/div/p[2]
(773) 534-0034	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[1]/div/p[3]
out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[2]/div/span
Public High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[1]/p[1]
Northside College Preparatory High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[1]/p[2]
Grades 9-12	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[1]/div/p[1]
1,090 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[1]/div/p[2]
(773) 534-3954	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[1]/div/p[3]
out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[2]/div/span
Public High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[1]/p[1]
Devry Advantage Academy High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[1]/p[2]
Grades 11-12	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[1]/div/p[1]
193 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[1]/div/p[2]
(773) 697-2216	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[1]/div/p[3]
out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[2]/div/span
Public High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[5]/div/div[1]/p[1]
Westinghouse High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[5]/div/div[1]/p[2]
Grades 9-12	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[5]/div/div[1]/div/p[1]
1,203 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[5]/div/div[1]/div/p[2]
(773) 534-6400	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[5]/div/div[1]/div/p[3]
out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[5]/div/div[2]/div/span
Points of Interest	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/h3
Transit / Subway	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[1]/h3
Central Park Station	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[1]/ul/li[1]/a
Pulaski Station (Pink Line)	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[1]/ul/li[2]/a
Kostner Station	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[1]/ul/li[3]/a
Cicero Station (Pink Line)	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[1]/ul/li[4]/a
54th/Cermak Station	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[1]/ul/li[5]/a
Commuter Rail	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[2]/h3
Western Avenue Station (BNSF)	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[2]/ul/li[1]/a
Cicero Station	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[2]/ul/li[2]/a
Lavergne Station	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[2]/ul/li[3]/a
Berwyn Station	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[2]/ul/li[4]/a
Harlem Avenue Station	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[2]/ul/li[5]/a
Colleges	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[3]/h3
City Colleges of Chicago-Malcolm X College	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[3]/ul/li[1]/a
University of Illinois at Chicago	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[3]/ul/li[2]/a
Rush University	/html/body/div[1]/main/section/section[2]/section/section/section/section[8]/div/div[3]/ul/li[3]/a
