	nodes	xpaths
254	Luxury	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[3]/ul/li[2]/fieldset/label/span[1]
255	(2489)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[3]/ul/li[2]/fieldset/label/span[2]
256	Cheap	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[3]/ul/li[3]/fieldset/label/span[1]
257	(3780)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[3]/ul/li[3]/fieldset/label/span[2]
258	Keywords	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/h2[4]
259	Keyword search, separate by commas.	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[4]/fieldset/label
260	Square Feet	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/h2[5]
261	minimum square feet	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/label
262	No Min	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[1]
263	400	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[2]
264	500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[3]
265	600	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[4]
266	700	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[5]
267	800	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[6]
268	900	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[7]
269	1,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[8]
270	1,100	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[9]
271	1,200	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[10]
272	1,300	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[11]
273	1,400	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[12]
274	1,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[13]
275	1,600	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[14]
276	1,700	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[15]
277	1,800	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[16]
278	1,900	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[17]
279	2,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[18]
280	2,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[19]
281	3,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[20]
282	3,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[21]
283	4,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[22]
284	4,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/select/option[23]
285	to	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[1]/span
286	maximum square feet	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/label
287	No Max	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[1]
288	400	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[2]
289	500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[3]
290	600	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[4]
291	700	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[5]
292	800	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[6]
293	900	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[7]
294	1,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[8]
295	1,100	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[9]
296	1,200	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[10]
297	1,300	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[11]
298	1,400	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[12]
299	1,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[13]
300	1,600	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[14]
301	1,700	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[15]
302	1,800	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[16]
303	1,900	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[17]
304	2,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[18]
305	2,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[19]
306	3,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[20]
307	3,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[21]
308	4,000	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[22]
309	4,500	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[5]/div[3]/select/option[23]
310	Rating	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/h2[6]
311	(8218)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[6]/ul/li[1]/fieldset/label/span
312	(2250)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[6]/ul/li[2]/fieldset/label/span
313	Save Search	/html/body/div[1]/main/section/section[1]/div[1]/section/button[1]/span
314	Done	/html/body/div[1]/main/section/section[1]/div[1]/section/button[2]
315	Clear	/html/body/div[1]/main/section/section[1]/div[1]/section/button[3]
316	Travel Time	/html/body/div[1]/main/section/section[1]/div[2]/div/h2
317	Choose a destination	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[1]/label
318	*Please enter your address or point of interest	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[1]/p
319	Select transportation method	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[2]/label
320	Drive	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[2]/div/button[1]/span
321	Transit	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[2]/div/button[2]/span
322	Walk	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[2]/div/button[3]/span
323	Bike	/html/body/div[1]/main/section/section[1]/div[2]/div/fieldset[2]/div/button[4]/span
324	Ideal commute time	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[1]/label
325	Under 15 minutes	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[1]/select/option[1]
326	Under 30 minutes	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[1]/select/option[2]
327	Under 45 minutes	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[1]/select/option[3]
328	Under 1 hour	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[1]/select/option[4]
329	Set traffic type	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[2]/label
330	Rush Hour	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[2]/div/button[1]
331	No Traffic	/html/body/div[1]/main/section/section[1]/div[2]/div/div[1]/fieldset[2]/div/button[2]
332	Your Destinations	/html/body/div[1]/main/section/section[1]/div[2]/div/div[2]/label
333	Travel Time	/html/body/div[1]/main/section/section[1]/div[2]/footer/label/a
334	Clear	/html/body/div[1]/main/section/section[1]/div[2]/footer/div/button[1]
335	Done	/html/body/div[1]/main/section/section[1]/div[2]/footer/div/button[2]
336	Chicago	/html/body/div[1]/main/section/section[2]/section/section/header/div[1]/h2
337	Close	/html/body/div[1]/main/section/section[2]/section/section/header/div[2]/i/span
338	Lakefront	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/span[1]
339	Nightlife	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/span[3]
340	Mass Transit	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/span[5]
341	Urban	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/span[7]
342	Nightlife	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/span[9]
343	Diverse	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/span[11]
344	Artistic	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[1]/span[13]
345	Lincoln Park Zoo	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[2]/p[2]/a[1]
346	Grant Park	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[2]/p[2]/a[2]
347	Millennium Park	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[2]/p[2]/a[3]
348	Navy Pier	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[2]/p[2]/a[4]
349	Magnificent Mile	/html/body/div[1]/main/section/section[2]/section/section/section/section[1]/div/div[2]/p[2]/a[5]
350	Explore the City	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/h3
351	Aerial view of the city	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[1]/p
352	Cloud Gate at dusk	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[2]/p
353	"Riding the ""L"" in Chicago"	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[3]/p
354	The Chicago Stock Exchange is on LaSalle Street	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[4]/p
355	Lighted trees along the Navy Pier	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[5]/p
356	Shopping along the Magnificent Mile	/html/body/div[1]/main/section/section[2]/section/section/section/section[2]/div/div[6]/p
357	Rent Trends	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/h3
358	Beds	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[1]/th[1]
359	Avg. Sq. Ft.	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[1]/th[2]
360	Avg. Rent	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[1]/th[3]
361	Studio	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[2]/td[1]
362	395 sq.ft.	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[2]/td[2]
363	$1,319 /mo.	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[2]/td[3]
364	1 BR	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[3]/td[1]
365	591 sq.ft.	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[3]/td[2]
366	$1,328 /mo.	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[3]/td[3]
367	2 BR	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[4]/td[1]
368	869 sq.ft.	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[4]/td[2]
369	$1,734 /mo.	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[4]/td[3]
370	3 BR	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[5]/td[1]
371	1,143 sq.ft.	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[5]/td[2]
372	$2,833 /mo.	/html/body/div[1]/main/section/section[2]/section/section/section/section[3]/table/tr[5]/td[3]
373	Articles	/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/h3
374	The Best Neighborhoods for Commuting to Downtown Chicago	/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/div/div[1]/div[2]/h4/a
375	Read More	/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/div/div[1]/div[2]/a
376	Read More	/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/div/div[2]/div[2]/a
377	Safe Neighborhoods in Chicago for Renters	/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/div/div[3]/div[2]/h4/a
378	Read More	/html/body/div[1]/main/section/section[2]/section/section/section/section[4]/div/div[3]/div[2]/a
379	Transportation	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/h3
380	Very Walkable	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[1]/p[1]
381	82 out of 100 WalkScore® Rating	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[1]/p[2]
382	Excellent Transit	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[2]/p[1]
383	69 out of 100 TransitScore® Rating	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[2]/p[2]
384	Very Bikeable	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[3]/p[1]
385	77 out of 100 BikeScore® Rating	/html/body/div[1]/main/section/section[2]/section/section/section/section[5]/div/div[3]/p[2]
386	Demographics	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/h3
387	Statistic	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/thead/tr/th[1]
388	Value	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/thead/tr/th[2]
389	Per Capita Income	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[1]/td[1]
390	$56,296	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[1]/td[2]
391	Median Household Income	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[2]/td[1]
392	$76,603	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[2]/td[2]
393	Total Population	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[3]/td[1]
394	9,384,188 people	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[3]/td[2]
395	Average Age	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[4]/td[1]
396	39 years old	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[4]/td[2]
397	Average Rent	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[5]/td[1]
398	$1,328 per month	/html/body/div[1]/main/section/section[2]/section/section/section/section[6]/table/tbody/tr[5]/td[2]
399	Schools	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/h3
400	Elementary	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[1]/ul/li[1]/a
401	Middle	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[1]/ul/li[2]/a
402	High	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[1]/ul/li[3]/a
403	Lenart Elementary Regional Gifted Center	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/p[1]/a
404	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/p[2]
405	9	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[1]/div/span[1]
406	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[1]/div/span[2]
407	GreatSchools® Rating	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[1]/div/span[3]
408	Grades PK-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[2]/p[1]
409	266 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[1]/div/div[2]/p[2]
410	Disney Elementary Magnet School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/p[1]/a
411	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/p[2]
412	8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[1]/div/span[1]
413	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[1]/div/span[2]
414	GreatSchools® Rating	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[1]/div/span[3]
415	Grades PK-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[2]/p[1]
416	1,520 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[2]/div/div[2]/p[2]
417	Healy Elementary School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/p[1]/a
418	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/p[2]
419	8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[1]/div/span[1]
420	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[1]/div/span[2]
421	GreatSchools® Rating	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[1]/div/span[3]
422	Grades K-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[2]/p[1]
423	1,410 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[3]/div/div[2]/p[2]
424	Skinner Elementary School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/p[1]/a
425	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/p[2]
426	8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[1]/div/span[1]
427	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[1]/div/span[2]
428	GreatSchools® Rating	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[1]/div/span[3]
429	Grades PK-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[2]/p[1]
430	1,211 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[4]/div/div[2]/p[2]
431	Lincoln Elementary School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/p[1]/a
432	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/p[2]
433	8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[1]/div/span[1]
434	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[1]/div/span[2]
435	GreatSchools® Rating	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[1]/div/span[3]
436	Grades K-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[2]/p[1]
437	956 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[5]/div/div[2]/p[2]
438	Lenart Elementary Regional Gifted Center	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/p[1]/a
439	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/p[2]
440	9	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[1]/div/span[1]
441	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[1]/div/span[2]
442	GreatSchools® Rating	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[1]/div/span[3]
443	Grades PK-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[2]/p[1]
444	266 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[6]/div/div[2]/p[2]
445	Disney Elementary Magnet School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/p[1]/a
446	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/p[2]
447	8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[1]/div/span[1]
448	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[1]/div/span[2]
449	GreatSchools® Rating	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[1]/div/span[3]
450	Grades PK-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[2]/p[1]
451	1,520 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[7]/div/div[2]/p[2]
452	Healy Elementary School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/p[1]/a
453	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/p[2]
454	8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[1]/div/span[1]
455	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[1]/div/span[2]
456	GreatSchools® Rating	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[1]/div/span[3]
457	Grades K-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[2]/p[1]
458	1,410 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[8]/div/div[2]/p[2]
459	Skinner Elementary School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/p[1]/a
460	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/p[2]
461	8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[1]/div/span[1]
462	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[1]/div/span[2]
463	GreatSchools® Rating	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[1]/div/span[3]
464	Grades PK-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[2]/p[1]
465	1,211 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[9]/div/div[2]/p[2]
466	Lincoln Elementary School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/p[1]/a
467	Public Elementary & Middle School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/p[2]
468	8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[1]/div/span[1]
469	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[1]/div/span[2]
470	GreatSchools® Rating	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[1]/div/span[3]
471	Grades K-8	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[2]/p[1]
472	956 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[2]/div[10]/div/div[2]/p[2]
473	Jones College Prep High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/p[1]/a
474	Public High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/p[2]
475	10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[1]/div/span[1]
476	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[1]/div/span[2]
477	GreatSchools® Rating	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[1]/div/span[3]
478	Grades 9-12	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[2]/p[1]
479	1,908 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[1]/div/div[2]/p[2]
480	Payton College Preparatory High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/p[1]/a
481	Public High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/p[2]
482	10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[1]/div/span[1]
483	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[1]/div/span[2]
484	GreatSchools® Rating	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[1]/div/span[3]
485	Grades 9-12	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[2]/p[1]
486	1,153 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[2]/div/div[2]/p[2]
487	Northside College Preparatory High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/p[1]/a
488	Public High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/p[2]
489	10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[1]/div/span[1]
490	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[1]/div/span[2]
491	GreatSchools® Rating	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[1]/div/span[3]
492	Grades 9-12	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[2]/p[1]
493	1,090 Students	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[3]/div/div[2]/p[2]
494	Devry Advantage Academy High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/p[1]/a
495	Public High School	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/p[2]
496	10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[1]/div/span[1]
497	out of 10	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[1]/div/span[2]
498	GreatSchools® Rating	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[1]/div/span[3]
499	Grades 11-12	/html/body/div[1]/main/section/section[2]/section/section/section/section[7]/div/div[4]/div[4]/div/div[2]/p[1]
